horse,designated,wa,Path Surface,top items,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
foot,designated,wa,Path Surface,top items,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,paved,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,unpaved,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,ground,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,asphalt,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,concrete,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,fine_gravel,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,paving_stones,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,compacted,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,dirt,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,sett,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,unhewn_cobblestone,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,grass_paver,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,wood,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,metal,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,gravel,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,pebblestone,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,grass,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
surface,sand,wa,Path Surface,fill,https://wiki.openstreetmap.org/w/images/9/9a/StreetComplete_quest_streetsurface.svg,,,,
highway,primary,w,Cycleway,query,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,secondary,w,Cycleway,query,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,tertiary,w,Cycleway,query,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,unclassified,w,Cycleway,query,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
area,yes,wa,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:bicycle,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:both:bicycle,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:left:bicycle,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:right:bicycle,,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,20,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,15,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,10,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,8,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,7,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,6,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,5,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,10 mph,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,5 mph,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
maxspeed,walk,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,unpaved,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,compacted,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,gravel,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,fine_gravel,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,pebblestone,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,grass_paver,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,ground,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,earth,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,dirt,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,grass,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,sand,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,mud,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,ice,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,salt,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,snow,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
surface,woodchips,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
bicycle,no,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
access,private,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
access,no,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
bicycle,use_sidepath,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
bicycle:backward,use_sidepath,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
bicycle:forward,use_sidepath,w,Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,cycleway,w,Cycleway,query (nearby exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,path,w,Cycleway,query (nearby exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,footway,w,Cycleway,query (nearby exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
oneway:bicycle,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left,lane,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right,lane,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both,lane,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:oneway,yes,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:oneway,yes,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:oneway,yes,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:oneway,-1,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:oneway,-1,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:oneway,-1,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:lane,exclusive,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:lane,exclusive,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:lane,exclusive,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:lane,shared,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:lane,shared,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:lane,shared,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:lane,pictograms,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:lane,pictograms,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:lane,pictograms,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left,track,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right,track,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both,track,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:oneway,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:oneway,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:oneway,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left:segregated,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right:segregated,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both:segregated,no,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk,left,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk,right,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk,both,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:left:bicycle,yes,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:right:bicycle,yes,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
sidewalk:both:bicycle,yes,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left,shared_lane,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right,shared_lane,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both,shared_lane,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:left,share_busway,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:right,share_busway,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
cycleway:both,share_busway,w,Cycleway,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bikestreet.svg,,,,
highway,path,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
bicycle,designated,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
foot,designated,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
foot,yes,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
highway,footway,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
highway,cycleway,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
foot,yes,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,paved,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,asphalt,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,cobblestone,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,cobblestone:flattened,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,sett,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,concrete,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,concrete:lanes,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,concrete:plates,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,paving_stones,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,metal,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,wood,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
surface,unhewn_cobblestone,w,Segregated Footway+Cycleway,query,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
segregated,,w,Segregated Footway+Cycleway,query (exclusion),https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
segregated,yes,w,Segregated Footway+Cycleway,fill,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
segregated,no,w,Segregated Footway+Cycleway,fill,https://wiki.openstreetmap.org/w/images/1/13/StreetComplete_quest_path_segregation.svg,,,,
roof:levels,,ar,Roof Shape,query,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:levels,0,ar,Roof Shape,query (exclusion),https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,,ar,Roof Shape,query (exclusion),https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
3dr:type,,ar,Roof Shape,query (exclusion),https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
3dr:roof,,ar,Roof Shape,query (exclusion),https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,gabled,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,hipped,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,flat,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,pyramidal,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,half-hipped,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,skillion,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,gambrel,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,round,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,double_saltbox,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,saltbox,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,mansard,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,dome,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,quadruple_saltbox,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,round_gabled,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,onion,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
roof:shape,cone,ar,Roof Shape,fill,https://wiki.openstreetmap.org/w/images/b/b2/StreetComplete_quest_roofshape.svg,,,,
leisure,pitch,na,Sport,query,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,,na,Sport,query (exclusion),https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,team_handball,na,Sport,query,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,hockey,na,Sport,query,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,skating,na,Sport,query,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,football,na,Sport,query,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
access,private,na,Sport,query (exclusion),https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
access,no,na,Sport,query (exclusion),https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,soccer,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,tennis,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,basketball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,golf,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,volleyball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,beachvolleyball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,skateboard,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,shooting,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,baseball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,athletics,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,table_tennis,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,gymnastics,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,boules,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,handball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,field_hockey,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,ice_hockey,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,american_football,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,equestrian,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,archery,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,roller_skating,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,badminton,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,cricket,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,rugby,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,bowls,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,softball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,racquet,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,ice_skating,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,paddle_tennis,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,australian_football,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,canadian_football,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,netball,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,gaelic_games,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
sport,sepak_takraw,na,Sport,fill,https://wiki.openstreetmap.org/w/images/f/f5/StreetComplete_quest_sports.svg,,,,
leisure,playground,nar,Playground Access,query,https://wiki.openstreetmap.org/w/images/1/1b/StreetComplete_quest_playground.svg,,,,
access,,nar,Playground Access,query (exclusion),https://wiki.openstreetmap.org/w/images/1/1b/StreetComplete_quest_playground.svg,,,,
access,unknown,nar,Playground Access,query,https://wiki.openstreetmap.org/w/images/1/1b/StreetComplete_quest_playground.svg,,,,
access,yes,nar,Playground Access,fill,https://wiki.openstreetmap.org/w/images/1/1b/StreetComplete_quest_playground.svg,,,,
access,private,nar,Playground Access,fill,https://wiki.openstreetmap.org/w/images/1/1b/StreetComplete_quest_playground.svg,,,,
amenity,toilets,na,Toilets Fee,query,https://wiki.openstreetmap.org/w/images/4/47/StreetComplete_quest_toilet_fee.svg,,,,
access,private,na,Toilets Fee,query (exclusion),https://wiki.openstreetmap.org/w/images/4/47/StreetComplete_quest_toilet_fee.svg,,,,
access,customers,na,Toilets Fee,query (exclusion),https://wiki.openstreetmap.org/w/images/4/47/StreetComplete_quest_toilet_fee.svg,,,,
fee,,na,Toilets Fee,query (exclusion),https://wiki.openstreetmap.org/w/images/4/47/StreetComplete_quest_toilet_fee.svg,,,,
fee,yes,na,Toilets Fee,fill,https://wiki.openstreetmap.org/w/images/4/47/StreetComplete_quest_toilet_fee.svg,,,,
fee,no,na,Toilets Fee,fill,https://wiki.openstreetmap.org/w/images/4/47/StreetComplete_quest_toilet_fee.svg,,,,
shop,mall,na,Toilet Availability,query,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
shop,department_store,na,Toilet Availability,query,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
